rank_priority,protocol_slug,protocol_name,defillama_url,category,chains,value_at_risk_usd,band_status,family_id,PRIORITY,LIKELIHOOD,ACTIONABILITY,family_evidence,learned_attack_surface,MATCH_SCORE,EVIDENCE_CONFIDENCE,evidence_level,repeat_victim_count,prior_hack_dates,surface_signals,conditions,preconditions_present,guards_found,prior_art_status,in_final
10375,sai,Sai,https://defillama.com/protocol/sai,Derivatives,Nibiru,191586.74,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,18.55,18.55,100.0,11.25,7.3,45,47.0,L1_ADAPTER,0,,age_under_1y|has_oracle_declared|no_audit_listed|single_chain,SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10376,sai,Sai,https://defillama.com/protocol/sai,Derivatives,Nibiru,191586.74,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.55,18.55,100.0,11.25,7.3,45,47.0,L1_ADAPTER,0,,age_under_1y|has_oracle_declared|no_audit_listed|single_chain,SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10377,moor,Moor,https://defillama.com/protocol/moor,CDP,Fuel,399083.79,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,18.55,18.55,100.0,11.25,7.3,45,47.0,L1_ADAPTER,0,,age_under_1y|has_oracle_declared|no_audit_listed|single_chain,SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10378,moor,Moor,https://defillama.com/protocol/moor,CDP,Fuel,399083.79,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.55,18.55,100.0,11.25,7.3,45,47.0,L1_ADAPTER,0,,age_under_1y|has_oracle_declared|no_audit_listed|single_chain,SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10379,moor,Moor,https://defillama.com/protocol/moor,CDP,Fuel,399083.79,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.55,18.55,100.0,11.25,7.3,45,47.0,L1_ADAPTER,0,,age_under_1y|has_oracle_declared|no_audit_listed|single_chain,SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10380,moor,Moor,https://defillama.com/protocol/moor,CDP,Fuel,399083.79,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,18.55,18.55,100.0,11.25,7.3,45,47.0,L1_ADAPTER,0,,age_under_1y|has_oracle_declared|no_audit_listed|single_chain,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10381,sai,Sai,https://defillama.com/protocol/sai,Derivatives,Nibiru,191586.74,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.55,18.55,100.0,11.25,7.3,45,47.0,L1_ADAPTER,0,,age_under_1y|has_oracle_declared|no_audit_listed|single_chain,SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10382,aura,Aura,https://defillama.com/protocol/aura,Yield,Ethereum|Polygon zkEVM|Optimism|Fraxtal|Polygon|xDai,10030719.32,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.54,30.9,60.0,10.3,20.6,41.2,47.0,L1_ADAPTER,0,,has_governance|multichain_gt3|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10383,aura,Aura,https://defillama.com/protocol/aura,Yield,Ethereum|Polygon zkEVM|Optimism|Fraxtal|Polygon|xDai,10030719.32,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,18.54,30.9,60.0,10.3,20.6,41.2,47.0,L1_ADAPTER,0,,has_governance|multichain_gt3|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10384,aura,Aura,https://defillama.com/protocol/aura,Yield,Ethereum|Polygon zkEVM|Optimism|Fraxtal|Polygon|xDai,10030719.32,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.54,30.9,60.0,10.3,20.6,41.2,47.0,L1_ADAPTER,0,,has_governance|multichain_gt3|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10385,aura,Aura,https://defillama.com/protocol/aura,Yield,Ethereum|Polygon zkEVM|Optimism|Fraxtal|Polygon|xDai,10030719.32,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.54,30.9,60.0,10.3,20.6,41.2,47.0,L1_ADAPTER,0,,has_governance|multichain_gt3|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10386,townsquare-loop-vaults,TownSquare Loop Vaults,https://defillama.com/protocol/townsquare-loop-vaults,Leveraged Farming,Monad|Base,218146.59,IN_BAND,ACC-DONATION-UNACCOUNTED-BALANCE,18.52,18.52,100.0,10.62,7.9,42.5,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,unprivileged_inbound_transfer_possible|live_value_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10387,townsquare-loop-vaults,TownSquare Loop Vaults,https://defillama.com/protocol/townsquare-loop-vaults,Leveraged Farming,Monad|Base,218146.59,IN_BAND,SIG-REPLAY-CROSS-POSITION,18.52,18.52,100.0,10.62,7.9,42.5,42.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10388,townsquare-loop-vaults,TownSquare Loop Vaults,https://defillama.com/protocol/townsquare-loop-vaults,Leveraged Farming,Monad|Base,218146.59,IN_BAND,ASSET-OR-MARKET-IDENTITY-NOT-VALIDATED,18.52,18.52,100.0,10.62,7.9,42.5,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10389,townsquare-loop-vaults,TownSquare Loop Vaults,https://defillama.com/protocol/townsquare-loop-vaults,Leveraged Farming,Monad|Base,218146.59,IN_BAND,ACC-ZERO-SUPPLY-INFLATION,18.52,18.52,100.0,10.62,7.9,42.5,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10390,townsquare-loop-vaults,TownSquare Loop Vaults,https://defillama.com/protocol/townsquare-loop-vaults,Leveraged Farming,Monad|Base,218146.59,IN_BAND,CALLDATA-CALLER-CONTROLLED-TARGET,18.52,18.52,100.0,10.62,7.9,42.5,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10391,townsquare-loop-vaults,TownSquare Loop Vaults,https://defillama.com/protocol/townsquare-loop-vaults,Leveraged Farming,Monad|Base,218146.59,IN_BAND,CALLBACK-UNAUTHENTICATED-CALLER-USES-APPROVALS,18.52,18.52,100.0,10.62,7.9,42.5,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10392,townsquare-loop-vaults,TownSquare Loop Vaults,https://defillama.com/protocol/townsquare-loop-vaults,Leveraged Farming,Monad|Base,218146.59,IN_BAND,QUOTE-OR-ROUTE-OUTPUT-NOT-BOUND-TO-ASSET,18.52,18.52,100.0,10.62,7.9,42.5,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10393,townsquare-loop-vaults,TownSquare Loop Vaults,https://defillama.com/protocol/townsquare-loop-vaults,Leveraged Farming,Monad|Base,218146.59,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,18.52,18.52,100.0,10.62,7.9,42.5,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10394,scrubvault,ScrubVault,https://defillama.com/protocol/scrubvault,Basis Trading,Kava|Arbitrum,138958.15,IN_BAND,ACC-DONATION-UNACCOUNTED-BALANCE,18.52,18.52,100.0,10.62,7.9,42.5,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,unprivileged_inbound_transfer_possible|live_value_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10395,scrubvault,ScrubVault,https://defillama.com/protocol/scrubvault,Basis Trading,Kava|Arbitrum,138958.15,IN_BAND,SETTLEMENT-EPOCH-BOUNDARY-CREDIT,18.52,18.52,100.0,10.62,7.9,42.5,42.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10396,scrubvault,ScrubVault,https://defillama.com/protocol/scrubvault,Basis Trading,Kava|Arbitrum,138958.15,IN_BAND,CALLDATA-CALLER-CONTROLLED-TARGET,18.52,18.52,100.0,10.62,7.9,42.5,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10397,scrubvault,ScrubVault,https://defillama.com/protocol/scrubvault,Basis Trading,Kava|Arbitrum,138958.15,IN_BAND,AMM-POOL-RATIO-SKEW-EXTRACTION,18.52,18.52,100.0,10.62,7.9,42.5,42.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10398,scrubvault,ScrubVault,https://defillama.com/protocol/scrubvault,Basis Trading,Kava|Arbitrum,138958.15,IN_BAND,QUOTE-OR-ROUTE-OUTPUT-NOT-BOUND-TO-ASSET,18.52,18.52,100.0,10.62,7.9,42.5,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10399,scrubvault,ScrubVault,https://defillama.com/protocol/scrubvault,Basis Trading,Kava|Arbitrum,138958.15,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,18.52,18.52,100.0,10.62,7.9,42.5,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|pricing_surface_undeclared,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10400,deltaprime,DeltaPrime,https://defillama.com/protocol/deltaprime,Leveraged Farming,Avalanche|Arbitrum,3648227.96,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,18.51,21.78,85.0,11.25,10.53,45,47.0,L1_ADAPTER,3,2024-11-11|2024-07-23,has_oracle_declared|has_2plus_audits,SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,UNREMEDIATED_KNOWN_ISSUE,NO
10401,deltaprime,DeltaPrime,https://defillama.com/protocol/deltaprime,Leveraged Farming,Avalanche|Arbitrum,3648227.96,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.51,21.78,85.0,11.25,10.53,45,47.0,L1_ADAPTER,3,2024-11-11|2024-07-23,has_oracle_declared|has_2plus_audits,SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,UNREMEDIATED_KNOWN_ISSUE,NO
10402,deltaprime,DeltaPrime,https://defillama.com/protocol/deltaprime,Leveraged Farming,Avalanche|Arbitrum,3648227.96,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.51,21.78,85.0,11.25,10.53,45,47.0,L1_ADAPTER,3,2024-11-11|2024-07-23,has_oracle_declared|has_2plus_audits,SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,UNREMEDIATED_KNOWN_ISSUE,NO
10403,deltaprime,DeltaPrime,https://defillama.com/protocol/deltaprime,Leveraged Farming,Avalanche|Arbitrum,3648227.96,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,18.51,21.78,85.0,11.25,10.53,45,47.0,L1_ADAPTER,3,2024-11-11|2024-07-23,has_oracle_declared|has_2plus_audits,,value_decision_reads_configured_feed|live_positions_exposed,,UNREMEDIATED_KNOWN_ISSUE,NO
10404,odyssey-finance,Odyssey Finance,https://defillama.com/protocol/odyssey-finance,Yield Aggregator,Ethereum|Plasma|Base|Optimism,9718721.82,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.51,21.78,85.0,10.3,11.48,41.2,41.0,L1_ADAPTER,0,,multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,MISREPRESENTED_TOKENS,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10405,flying-tulip-ftusd,Flying Tulip ftUSD,https://defillama.com/protocol/flying-tulip-ftusd,Yield Aggregator,Ethereum|Sonic,2273824.8,IN_BAND,UPGRADE-INITIALIZER-REACHABLE-LIVE,18.51,21.78,85.0,7.8,13.98,31.2,47.0,L1_ADAPTER,0,,age_under_1y|on_ethereum|chain_hazard_ge2|single_audit_only,,live_value_or_approvals,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10406,flying-tulip-ftusd,Flying Tulip ftUSD,https://defillama.com/protocol/flying-tulip-ftusd,Yield Aggregator,Ethereum|Sonic,2273824.8,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,18.51,21.78,85.0,7.8,13.98,31.2,47.0,L1_ADAPTER,0,,age_under_1y|on_ethereum|chain_hazard_ge2|single_audit_only,,still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10407,nuva,NUVA,https://defillama.com/protocol/nuva,Yield,Ethereum|Provenance,5572760.84,IN_BAND,UPGRADE-INITIALIZER-REACHABLE-LIVE,18.51,21.78,85.0,7.8,13.98,31.2,47.0,L1_ADAPTER,0,,age_under_1y|on_ethereum|chain_hazard_ge2|single_audit_only,,live_value_or_approvals,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10408,nuva,NUVA,https://defillama.com/protocol/nuva,Yield,Ethereum|Provenance,5572760.84,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,18.51,21.78,85.0,7.8,13.98,31.2,47.0,L1_ADAPTER,0,,age_under_1y|on_ethereum|chain_hazard_ge2|single_audit_only,,still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10409,hyperwave,HyperWave,https://defillama.com/protocol/hyperwave,Yield,Hyperliquid L1|Arbitrum|Base|Ethereum,2154761.07,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.51,21.78,85.0,10.3,11.48,41.2,41.0,L1_ADAPTER,0,,multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10410,hyperwave,HyperWave,https://defillama.com/protocol/hyperwave,Yield,Hyperliquid L1|Arbitrum|Base|Ethereum,2154761.07,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,18.51,21.78,85.0,10.3,11.48,41.2,41.0,L1_ADAPTER,0,,multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10411,hyperwave,HyperWave,https://defillama.com/protocol/hyperwave,Yield,Hyperliquid L1|Arbitrum|Base|Ethereum,2154761.07,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.51,21.78,85.0,10.3,11.48,41.2,41.0,L1_ADAPTER,0,,multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10412,hyperwave,HyperWave,https://defillama.com/protocol/hyperwave,Yield,Hyperliquid L1|Arbitrum|Base|Ethereum,2154761.07,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.51,21.78,85.0,10.3,11.48,41.2,41.0,L1_ADAPTER,0,,multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10413,mev-capital,MEV Capital,https://defillama.com/protocol/mev-capital,Risk Curators,Ethereum|Hyperliquid L1|Sui|Base|Avalanche|Arbitrum,11952318.89,IN_BAND,ACC-DONATION-UNACCOUNTED-BALANCE,18.51,30.85,60.0,18.7,12.15,42.5,69.0,L3_STATE,0,,has_oracle_declared|multichain_gt3|age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,unprivileged_inbound_transfer_possible|live_value_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10414,kuma-protocol,KUMA Protocol,https://defillama.com/protocol/kuma-protocol,RWA,Ethereum|Linea|Polygon|Telos,3168104.74,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,18.51,21.78,85.0,10.3,11.48,41.2,47.0,L1_ADAPTER,0,,multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,RWA_PRICING_SURFACE,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10415,kuma-protocol,KUMA Protocol,https://defillama.com/protocol/kuma-protocol,RWA,Ethereum|Linea|Polygon|Telos,3168104.74,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.51,21.78,85.0,10.3,11.48,41.2,47.0,L1_ADAPTER,0,,multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,RWA_PRICING_SURFACE,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10416,hydt-protocol,HYDT Protocol,https://defillama.com/protocol/hydt-protocol,Yield,Binance,95240.42,IN_BAND,CALLDATA-CALLER-CONTROLLED-TARGET,18.5,18.5,100.0,11.25,7.25,45,69.0,L1_ADAPTER,0,,age_1_3y|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,AUTHORITY_ADDRESSES_BEYOND_TVL,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10417,hydt-protocol,HYDT Protocol,https://defillama.com/protocol/hydt-protocol,Yield,Binance,95240.42,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,18.5,18.5,100.0,11.25,7.25,45,69.0,L1_ADAPTER,0,,age_1_3y|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,DEAD_FRONTEND_FUNDED|AUTHORITY_ADDRESSES_BEYOND_TVL,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10418,hydt-protocol,HYDT Protocol,https://defillama.com/protocol/hydt-protocol,Yield,Binance,95240.42,IN_BAND,CALLBACK-UNAUTHENTICATED-CALLER-USES-APPROVALS,18.5,18.5,100.0,11.25,7.25,45,69.0,L1_ADAPTER,0,,age_1_3y|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10419,seamless-v1,Seamless V1,https://defillama.com/protocol/seamless-v1,Lending,Base,588661.5,IN_BAND,ACC-MULTI-PATH-CREDIT-DRIFT,18.5,18.5,100.0,10.62,7.88,42.5,47.0,L1_ADAPTER,0,,has_oracle_declared|age_1_3y|version_sibling_legacy|single_audit_only|single_chain,VERSION_SIBLING_LEGACY,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10420,hydt-protocol,HYDT Protocol,https://defillama.com/protocol/hydt-protocol,Yield,Binance,95240.42,IN_BAND,APPROVALS-TO-UPGRADEABLE-SPENDER,18.5,18.5,100.0,11.25,7.25,45,64.0,L1_ADAPTER,0,,age_1_3y|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,AUTHORITY_ADDRESSES_BEYOND_TVL,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10421,seamless-v1,Seamless V1,https://defillama.com/protocol/seamless-v1,Lending,Base,588661.5,IN_BAND,ACC-DONATION-UNACCOUNTED-BALANCE,18.5,18.5,100.0,10.62,7.88,42.5,47.0,L1_ADAPTER,0,,has_oracle_declared|age_1_3y|version_sibling_legacy|single_audit_only|single_chain,,unprivileged_inbound_transfer_possible|live_value_exposed,,KNOWN_ISSUE_DEPLOYMENT_STATUS_UNKNOWN,NO
10422,seamless-v1,Seamless V1,https://defillama.com/protocol/seamless-v1,Lending,Base,588661.5,IN_BAND,ASSET-OR-MARKET-IDENTITY-NOT-VALIDATED,18.5,18.5,100.0,10.62,7.88,42.5,47.0,L1_ADAPTER,0,,has_oracle_declared|age_1_3y|version_sibling_legacy|single_audit_only|single_chain,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10423,seamless-v1,Seamless V1,https://defillama.com/protocol/seamless-v1,Lending,Base,588661.5,IN_BAND,APPROVALS-TO-UPGRADEABLE-SPENDER,18.5,18.5,100.0,10.62,7.88,42.5,42.0,L1_ADAPTER,0,,has_oracle_declared|age_1_3y|version_sibling_legacy|single_audit_only|single_chain,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10424,seamless-v1,Seamless V1,https://defillama.com/protocol/seamless-v1,Lending,Base,588661.5,IN_BAND,ACC-ZERO-SUPPLY-INFLATION,18.5,18.5,100.0,10.62,7.88,42.5,47.0,L1_ADAPTER,0,,has_oracle_declared|age_1_3y|version_sibling_legacy|single_audit_only|single_chain,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10425,seamless-v1,Seamless V1,https://defillama.com/protocol/seamless-v1,Lending,Base,588661.5,IN_BAND,CALLBACK-STATE-LOCK-INCOMPLETE,18.5,18.5,100.0,10.62,7.88,42.5,47.0,L1_ADAPTER,0,,has_oracle_declared|age_1_3y|version_sibling_legacy|single_audit_only|single_chain,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10426,seamless-v1,Seamless V1,https://defillama.com/protocol/seamless-v1,Lending,Base,588661.5,IN_BAND,QUOTE-OR-ROUTE-OUTPUT-NOT-BOUND-TO-ASSET,18.5,18.5,100.0,10.62,7.88,42.5,47.0,L1_ADAPTER,0,,has_oracle_declared|age_1_3y|version_sibling_legacy|single_audit_only|single_chain,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10427,seamless-v1,Seamless V1,https://defillama.com/protocol/seamless-v1,Lending,Base,588661.5,IN_BAND,ACC-REWARD-INDEX-INIT-AND-ORDERING,18.5,18.5,100.0,10.62,7.88,42.5,47.0,L1_ADAPTER,0,,has_oracle_declared|age_1_3y|version_sibling_legacy|single_audit_only|single_chain,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10428,seamless-v1,Seamless V1,https://defillama.com/protocol/seamless-v1,Lending,Base,588661.5,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,18.5,18.5,100.0,10.62,7.88,42.5,47.0,L1_ADAPTER,0,,has_oracle_declared|age_1_3y|version_sibling_legacy|single_audit_only|single_chain,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10429,hydt-protocol,HYDT Protocol,https://defillama.com/protocol/hydt-protocol,Yield,Binance,95240.42,IN_BAND,SETTLEMENT-EPOCH-BOUNDARY-CREDIT,18.5,18.5,100.0,11.25,7.25,45,64.0,L1_ADAPTER,0,,age_1_3y|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10430,hydt-protocol,HYDT Protocol,https://defillama.com/protocol/hydt-protocol,Yield,Binance,95240.42,IN_BAND,ACC-MULTI-PATH-CREDIT-DRIFT,18.5,18.5,100.0,11.25,7.25,45,69.0,L1_ADAPTER,0,,age_1_3y|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10431,hydt-protocol,HYDT Protocol,https://defillama.com/protocol/hydt-protocol,Yield,Binance,95240.42,IN_BAND,CALLBACK-STATE-LOCK-INCOMPLETE,18.5,18.5,100.0,11.25,7.25,45,69.0,L1_ADAPTER,0,,age_1_3y|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10432,hydt-protocol,HYDT Protocol,https://defillama.com/protocol/hydt-protocol,Yield,Binance,95240.42,IN_BAND,INCENTIVE-PER-ADDRESS-NO-SYBIL-COST,18.5,18.5,100.0,11.25,7.25,45,64.0,L1_ADAPTER,0,,age_1_3y|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10433,hydt-protocol,HYDT Protocol,https://defillama.com/protocol/hydt-protocol,Yield,Binance,95240.42,IN_BAND,SIG-REPLAY-CROSS-POSITION,18.5,18.5,100.0,11.25,7.25,45,64.0,L1_ADAPTER,0,,age_1_3y|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10434,hydt-protocol,HYDT Protocol,https://defillama.com/protocol/hydt-protocol,Yield,Binance,95240.42,IN_BAND,ACC-REWARD-INDEX-INIT-AND-ORDERING,18.5,18.5,100.0,11.25,7.25,45,69.0,L1_ADAPTER,0,,age_1_3y|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10435,hydt-protocol,HYDT Protocol,https://defillama.com/protocol/hydt-protocol,Yield,Binance,95240.42,IN_BAND,ACC-ZERO-SUPPLY-INFLATION,18.5,18.5,100.0,11.25,7.25,45,69.0,L1_ADAPTER,0,,age_1_3y|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10436,hydt-protocol,HYDT Protocol,https://defillama.com/protocol/hydt-protocol,Yield,Binance,95240.42,IN_BAND,SIG-DIGEST-AMBIGUOUS-OR-UNBOUND,18.5,18.5,100.0,11.25,7.25,45,69.0,L1_ADAPTER,0,,age_1_3y|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
