rank_priority,protocol_slug,protocol_name,defillama_url,category,chains,value_at_risk_usd,band_status,family_id,PRIORITY,LIKELIHOOD,ACTIONABILITY,family_evidence,learned_attack_surface,MATCH_SCORE,EVIDENCE_CONFIDENCE,evidence_level,repeat_victim_count,prior_hack_dates,surface_signals,conditions,preconditions_present,guards_found,prior_art_status,in_final
10312,colony,Colony,https://defillama.com/protocol/colony,Yield,Avalanche,187530.2,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.67,18.67,100.0,10.3,8.37,41.2,47.0,L1_ADAPTER,0,,has_2plus_audits|authority_addrs_beyond_tvl|single_chain,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10313,colony,Colony,https://defillama.com/protocol/colony,Yield,Avalanche,187530.2,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,18.67,18.67,100.0,10.3,8.37,41.2,47.0,L1_ADAPTER,0,,has_2plus_audits|authority_addrs_beyond_tvl|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10314,colony,Colony,https://defillama.com/protocol/colony,Yield,Avalanche,187530.2,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.67,18.67,100.0,10.3,8.37,41.2,47.0,L1_ADAPTER,0,,has_2plus_audits|authority_addrs_beyond_tvl|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10315,colony,Colony,https://defillama.com/protocol/colony,Yield,Avalanche,187530.2,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.67,18.67,100.0,10.3,8.37,41.2,47.0,L1_ADAPTER,0,,has_2plus_audits|authority_addrs_beyond_tvl|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10316,polygonfarm-finance,PolygonFarm Finance,https://defillama.com/protocol/polygonfarm-finance,Yield,Polygon,51760.28,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.67,18.67,100.0,10.3,8.37,41.2,47.0,L1_ADAPTER,0,,has_2plus_audits|authority_addrs_beyond_tvl|single_chain,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10317,polygonfarm-finance,PolygonFarm Finance,https://defillama.com/protocol/polygonfarm-finance,Yield,Polygon,51760.28,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,18.67,18.67,100.0,10.3,8.37,41.2,47.0,L1_ADAPTER,0,,has_2plus_audits|authority_addrs_beyond_tvl|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10318,polygonfarm-finance,PolygonFarm Finance,https://defillama.com/protocol/polygonfarm-finance,Yield,Polygon,51760.28,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.67,18.67,100.0,10.3,8.37,41.2,47.0,L1_ADAPTER,0,,has_2plus_audits|authority_addrs_beyond_tvl|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10319,polygonfarm-finance,PolygonFarm Finance,https://defillama.com/protocol/polygonfarm-finance,Yield,Polygon,51760.28,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.67,18.67,100.0,10.3,8.37,41.2,47.0,L1_ADAPTER,0,,has_2plus_audits|authority_addrs_beyond_tvl|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10320,reservoir-protocol,Reservoir Protocol,https://defillama.com/protocol/reservoir-protocol,CDP,Ethereum|Plasma|Monad|World Chain|Berachain|Binance,26793977.4,IN_BAND,ACC-MULTI-PATH-CREDIT-DRIFT,18.67,31.12,60.0,11.25,19.87,45,69.0,L1_ADAPTER,0,,owner_is_contract|multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|on_bsc|pricing_surface_undeclared|single_audit_only,MULTICHAIN_VERSION_DRIFT,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10321,reservoir-protocol,Reservoir Protocol,https://defillama.com/protocol/reservoir-protocol,CDP,Ethereum|Plasma|Monad|World Chain|Berachain|Binance,26793977.4,IN_BAND,BRIDGE-MESSAGE-NOT-BOUND-TO-SOURCE,18.67,31.12,60.0,11.25,19.87,45,69.0,L1_ADAPTER,0,,owner_is_contract|multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|on_bsc|pricing_surface_undeclared|single_audit_only,MULTICHAIN_VERSION_DRIFT,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10322,acryptos,ACryptoS,https://defillama.com/protocol/acryptos,Liquidity Manager,Binance|Arbitrum|Avalanche|Base|Astar|Linea,10538192.06,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,18.66,31.1,60.0,7.8,23.3,31.2,41.0,L1_ADAPTER,0,,has_governance|has_oracle_declared|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,MULTICHAIN_VERSION_DRIFT,still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10323,acryptos,ACryptoS,https://defillama.com/protocol/acryptos,Liquidity Manager,Binance|Arbitrum|Avalanche|Base|Astar|Linea,10538192.06,IN_BAND,UPGRADE-INITIALIZER-REACHABLE-LIVE,18.66,31.1,60.0,7.8,23.3,31.2,41.0,L1_ADAPTER,0,,has_governance|has_oracle_declared|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,live_value_or_approvals,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10324,psyoptions,PsyOptions,https://defillama.com/protocol/psyoptions,Options,Solana,558270.86,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.63,18.63,100.0,10.3,8.33,41.2,41.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,MISREPRESENTED_TOKENS,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10325,eigenpie,Eigenpie,https://defillama.com/protocol/eigenpie,Liquid Restaking,Ethereum|Zircuit,4397277.63,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.63,21.92,85.0,10.3,11.62,41.2,47.0,L1_ADAPTER,0,,has_oracle_declared|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10326,ifpool,IFPool,https://defillama.com/protocol/ifpool,Liquid Staking,CSC,52665.99,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.63,18.63,100.0,10.3,8.33,41.2,47.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10327,ifpool,IFPool,https://defillama.com/protocol/ifpool,Liquid Staking,CSC,52665.99,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.63,18.63,100.0,10.3,8.33,41.2,47.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10328,tetu-swap,Tetu Swap,https://defillama.com/protocol/tetu-swap,Yield,Polygon,50820.52,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.63,18.63,100.0,10.3,8.33,41.2,47.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10329,tetu-swap,Tetu Swap,https://defillama.com/protocol/tetu-swap,Yield,Polygon,50820.52,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,18.63,18.63,100.0,10.3,8.33,41.2,47.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10330,tetu-swap,Tetu Swap,https://defillama.com/protocol/tetu-swap,Yield,Polygon,50820.52,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.63,18.63,100.0,10.3,8.33,41.2,47.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10331,tetu-swap,Tetu Swap,https://defillama.com/protocol/tetu-swap,Yield,Polygon,50820.52,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.63,18.63,100.0,10.3,8.33,41.2,47.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10332,psyoptions,PsyOptions,https://defillama.com/protocol/psyoptions,Options,Solana,558270.86,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.63,18.63,100.0,10.3,8.33,41.2,41.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10333,orchai-lst,Orchai LST,https://defillama.com/protocol/orchai-lst,Liquid Staking,Orai,192708.68,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.63,18.63,100.0,10.3,8.33,41.2,41.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10334,orchai-lst,Orchai LST,https://defillama.com/protocol/orchai-lst,Liquid Staking,Orai,192708.68,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.63,18.63,100.0,10.3,8.33,41.2,41.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10335,carmine-options,Carmine Options,https://defillama.com/protocol/carmine-options,Options,Starknet,94857.84,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.63,18.63,100.0,10.3,8.33,41.2,47.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10336,carmine-options,Carmine Options,https://defillama.com/protocol/carmine-options,Options,Starknet,94857.84,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.63,18.63,100.0,10.3,8.33,41.2,47.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10337,yield-yak-staked-avax,Yield Yak Staked Avax,https://defillama.com/protocol/yield-yak-staked-avax,Liquid Staking,Avalanche,396946.36,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.63,18.63,100.0,10.3,8.33,41.2,47.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10338,yield-yak-staked-avax,Yield Yak Staked Avax,https://defillama.com/protocol/yield-yak-staked-avax,Liquid Staking,Avalanche,396946.36,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.63,18.63,100.0,10.3,8.33,41.2,47.0,L1_ADAPTER,0,,has_oracle_declared|single_audit_only|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10339,omm,Omm,https://defillama.com/protocol/omm,Lending,Icon,150414.3,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.63,18.63,100.0,10.3,8.33,41.2,41.0,L1_ADAPTER,0,2023-01-21,has_oracle_declared|single_audit_only|single_chain,MISREPRESENTED_TOKENS,live_pooled_depositor_value,,KNOWN_ISSUE_DEPLOYMENT_STATUS_UNKNOWN,NO
10340,tprotocol-v1,TProtocol V1,https://defillama.com/protocol/tprotocol-v1,RWA,Ethereum,71322.21,IN_BAND,SETTLEMENT-EPOCH-BOUNDARY-CREDIT,18.62,18.62,100.0,10.62,8.0,42.5,42.0,L1_ADAPTER,0,,no_audit_listed|on_ethereum|chain_hazard_ge2|version_sibling_legacy|single_chain,RWA_PRICING_SURFACE,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10341,opyn-squeeth,Opyn Squeeth,https://defillama.com/protocol/opyn-squeeth,Derivatives,Ethereum,601717.17,IN_BAND,SIG-REPLAY-CROSS-POSITION,18.62,18.62,100.0,10.62,8.0,42.5,42.0,L1_ADAPTER,0,,no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_chain,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10342,opyn-squeeth,Opyn Squeeth,https://defillama.com/protocol/opyn-squeeth,Derivatives,Ethereum,601717.17,IN_BAND,SETTLEMENT-EPOCH-BOUNDARY-CREDIT,18.62,18.62,100.0,10.62,8.0,42.5,42.0,L1_ADAPTER,0,,no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_chain,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10343,opyn-squeeth,Opyn Squeeth,https://defillama.com/protocol/opyn-squeeth,Derivatives,Ethereum,601717.17,IN_BAND,ACC-MULTI-PATH-CREDIT-DRIFT,18.62,18.62,100.0,10.62,8.0,42.5,47.0,L1_ADAPTER,0,,no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_chain,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10344,opyn-squeeth,Opyn Squeeth,https://defillama.com/protocol/opyn-squeeth,Derivatives,Ethereum,601717.17,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,18.62,18.62,100.0,10.62,8.0,42.5,47.0,L1_ADAPTER,0,,no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_chain,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10345,tprotocol-v1,TProtocol V1,https://defillama.com/protocol/tprotocol-v1,RWA,Ethereum,71322.21,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,18.62,18.62,100.0,10.62,8.0,42.5,47.0,L1_ADAPTER,0,,no_audit_listed|on_ethereum|chain_hazard_ge2|version_sibling_legacy|single_chain,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10346,blackwing,Blackwing,https://defillama.com/protocol/blackwing,Farm,Arbitrum|Binance|Ethereum,949550.71,IN_BAND,CALLBACK-STATE-LOCK-INCOMPLETE,18.62,18.62,100.0,11.25,7.37,45,69.0,L1_ADAPTER,0,,age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10347,blackwing,Blackwing,https://defillama.com/protocol/blackwing,Farm,Arbitrum|Binance|Ethereum,949550.71,IN_BAND,INCENTIVE-PER-ADDRESS-NO-SYBIL-COST,18.62,18.62,100.0,11.25,7.37,45,64.0,L1_ADAPTER,0,,age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10348,blackwing,Blackwing,https://defillama.com/protocol/blackwing,Farm,Arbitrum|Binance|Ethereum,949550.71,IN_BAND,ACC-REWARD-INDEX-INIT-AND-ORDERING,18.62,18.62,100.0,11.25,7.37,45,69.0,L1_ADAPTER,0,,age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10349,blackwing,Blackwing,https://defillama.com/protocol/blackwing,Farm,Arbitrum|Binance|Ethereum,949550.71,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,18.62,18.62,100.0,11.25,7.37,45,69.0,L1_ADAPTER,0,,age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10350,textile-fx,Textile FX,https://defillama.com/protocol/textile-fx,Dexs,Binance|Ethereum|Celo|Base,438553.44,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,18.62,24.82,75.0,10.3,14.52,41.2,41.0,L1_ADAPTER,0,,age_under_1y|multichain_gt3|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,TAG_ORDERBOOK,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10351,tprotocol-v1,TProtocol V1,https://defillama.com/protocol/tprotocol-v1,RWA,Ethereum,71322.21,IN_BAND,ACC-MULTI-PATH-CREDIT-DRIFT,18.62,18.62,100.0,10.62,8.0,42.5,47.0,L1_ADAPTER,0,,no_audit_listed|on_ethereum|chain_hazard_ge2|version_sibling_legacy|single_chain,VERSION_SIBLING_LEGACY,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10352,mstable-v2,mStable V2,https://defillama.com/protocol/mstable-v2,CDP,Ethereum,3108365.28,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.61,21.9,85.0,11.25,10.65,45,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_chain,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10353,mstable-v2,mStable V2,https://defillama.com/protocol/mstable-v2,CDP,Ethereum,3108365.28,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.61,21.9,85.0,11.25,10.65,45,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_chain,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10354,mstable-v2,mStable V2,https://defillama.com/protocol/mstable-v2,CDP,Ethereum,3108365.28,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,18.61,21.9,85.0,11.25,10.65,45,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_chain,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10355,mstable-v2,mStable V2,https://defillama.com/protocol/mstable-v2,CDP,Ethereum,3108365.28,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,18.61,21.9,85.0,11.25,10.65,45,47.0,L1_ADAPTER,0,,age_under_1y|no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_chain,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10356,nerve,Nerve,https://defillama.com/protocol/nerve,Dexs,Binance,1505297.21,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.6,29.15,63.8,18.13,11.02,41.2,69.0,L3_STATE,0,,has_governance|no_audit_listed|on_bsc|authority_addrs_beyond_tvl|single_chain,MISREPRESENTED_TOKENS,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10357,nerve,Nerve,https://defillama.com/protocol/nerve,Dexs,Binance,1505297.21,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.6,29.15,63.8,18.13,11.02,41.2,69.0,L3_STATE,0,,has_governance|no_audit_listed|on_bsc|authority_addrs_beyond_tvl|single_chain,TAG_STABLESWAP,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10358,ostium,Ostium,https://defillama.com/protocol/ostium,Derivatives,Arbitrum,16733507.12,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.59,30.98,60.0,23.1,7.88,52.5,69.0,L3_STATE,0,,has_oracle_declared|age_1_3y|pricing_surface_undeclared|single_audit_only|single_chain,IS_WINDOW_VICTIM_STILL_LIVE|PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10359,ostium,Ostium,https://defillama.com/protocol/ostium,Derivatives,Arbitrum,16733507.12,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,18.59,30.98,60.0,23.1,7.88,52.5,69.0,L3_STATE,0,,has_oracle_declared|age_1_3y|pricing_surface_undeclared|single_audit_only|single_chain,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10360,ostium,Ostium,https://defillama.com/protocol/ostium,Derivatives,Arbitrum,16733507.12,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.59,30.98,60.0,23.1,7.88,52.5,69.0,L3_STATE,0,,has_oracle_declared|age_1_3y|pricing_surface_undeclared|single_audit_only|single_chain,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10361,macaronswap,MacaronSwap,https://defillama.com/protocol/macaronswap,Dexs,Binance|Polygon,154702.49,IN_BAND,UPGRADE-INITIALIZER-REACHABLE-LIVE,18.58,18.58,100.0,7.8,10.78,31.2,41.0,L1_ADAPTER,0,,on_bsc|authority_addrs_beyond_tvl|single_audit_only,,live_value_or_approvals,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10362,macaronswap,MacaronSwap,https://defillama.com/protocol/macaronswap,Dexs,Binance|Polygon,154702.49,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,18.58,18.58,100.0,7.8,10.78,31.2,41.0,L1_ADAPTER,0,,on_bsc|authority_addrs_beyond_tvl|single_audit_only,,still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10363,termfinance-vaults,TermFinance Vaults,https://defillama.com/protocol/termfinance-vaults,Yield,Ethereum|Binance|Avalanche|Plasma|Arbitrum|Base,12450702.82,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.57,30.95,60.0,18.13,12.82,41.2,69.0,L3_STATE,0,2026-08-23,is_proxy|multichain_gt3|age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,live_positions_exposed,,KNOWN_ISSUE_DEPLOYMENT_STATUS_UNKNOWN,NO
10364,termfinance-vaults,TermFinance Vaults,https://defillama.com/protocol/termfinance-vaults,Yield,Ethereum|Binance|Avalanche|Plasma|Arbitrum|Base,12450702.82,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,18.57,30.95,60.0,18.13,12.82,41.2,69.0,L3_STATE,0,2026-08-23,is_proxy|multichain_gt3|age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,live_pooled_depositor_value,,KNOWN_ISSUE_DEPLOYMENT_STATUS_UNKNOWN,NO
10365,termfinance-vaults,TermFinance Vaults,https://defillama.com/protocol/termfinance-vaults,Yield,Ethereum|Binance|Avalanche|Plasma|Arbitrum|Base,12450702.82,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.57,30.95,60.0,18.13,12.82,41.2,69.0,L3_STATE,0,2026-08-23,is_proxy|multichain_gt3|age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,live_positions_exposed,,KNOWN_ISSUE_DEPLOYMENT_STATUS_UNKNOWN,NO
10366,threshold-thusd,Threshold thUSD,https://defillama.com/protocol/threshold-thusd,CDP,Ethereum,2071397.29,IN_BAND,ACC-SPLIT-NONINVARIANT,18.56,21.83,85.0,11.25,10.58,45,64.0,L1_ADAPTER,0,,owner_is_contract|age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10367,threshold-thusd,Threshold thUSD,https://defillama.com/protocol/threshold-thusd,CDP,Ethereum,2071397.29,IN_BAND,ACC-ZERO-SUPPLY-INFLATION,18.56,21.83,85.0,11.25,10.58,45,69.0,L1_ADAPTER,0,,owner_is_contract|age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10368,threshold-thusd,Threshold thUSD,https://defillama.com/protocol/threshold-thusd,CDP,Ethereum,2071397.29,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,18.56,21.83,85.0,11.25,10.58,45,69.0,L1_ADAPTER,0,,owner_is_contract|age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10369,theo-straddle-vaults,Theo Straddle Vaults,https://defillama.com/protocol/theo-straddle-vaults,Basis Trading,Ethereum|Linea|Arbitrum|Base,1112069.1,IN_BAND,UPGRADE-INITIALIZER-REACHABLE-LIVE,18.56,21.83,85.0,7.8,14.03,31.2,41.0,L1_ADAPTER,0,,has_2plus_audits|multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared,,live_value_or_approvals,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10370,theo-straddle-vaults,Theo Straddle Vaults,https://defillama.com/protocol/theo-straddle-vaults,Basis Trading,Ethereum|Linea|Arbitrum|Base,1112069.1,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,18.56,21.83,85.0,7.8,14.03,31.2,41.0,L1_ADAPTER,0,,has_2plus_audits|multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared,,still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10371,kona-lend,Kona Lend,https://defillama.com/protocol/kona-lend,Lending,Abstract,555173.65,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,18.55,18.55,100.0,11.25,7.3,45,47.0,L1_ADAPTER,0,,age_under_1y|has_oracle_declared|no_audit_listed|single_chain,FORK_OF_WINDOW_VICTIM|SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10372,kona-lend,Kona Lend,https://defillama.com/protocol/kona-lend,Lending,Abstract,555173.65,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,18.55,18.55,100.0,11.25,7.3,45,47.0,L1_ADAPTER,0,,age_under_1y|has_oracle_declared|no_audit_listed|single_chain,FORK_OF_WINDOW_VICTIM|SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10373,kona-lend,Kona Lend,https://defillama.com/protocol/kona-lend,Lending,Abstract,555173.65,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,18.55,18.55,100.0,11.25,7.3,45,47.0,L1_ADAPTER,0,,age_under_1y|has_oracle_declared|no_audit_listed|single_chain,SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
10374,kona-lend,Kona Lend,https://defillama.com/protocol/kona-lend,Lending,Abstract,555173.65,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,18.55,18.55,100.0,11.25,7.3,45,47.0,L1_ADAPTER,0,,age_under_1y|has_oracle_declared|no_audit_listed|single_chain,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
